"ITTER107_A","Territorio di origine","TIPO_DATO15","Tipo di indicatore demografico","PROV_DEST_Z","Tipo di trasferimento","ISO","Paese di cittadinanza","SEXISTAT1","Sesso","ETA1","Età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2003","2003",139452,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2004","2004",130913,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2005","2005",70607,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2006","2006",62144,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2007","2007",147401,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2008","2008",134924,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2009","2009",110299,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2010","2010",122391,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2011","2011",109203,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2012","2012",101283,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2013","2013",83812,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2014","2014",79968,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2015","2015",90532,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2016","2016",102891,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2017","2017",125504,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2018","2018",106787,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2019","2019",73656,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y18-39","18-39 anni","2020","2020",57516,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2002","2002",56415,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2003","2003",150256,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2004","2004",139619,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2005","2005",78580,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2006","2006",69695,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2007","2007",154804,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2008","2008",141275,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2009","2009",116004,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2010","2010",127746,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2011","2011",114820,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2012","2012",106461,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2013","2013",88930,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2014","2014",85424,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2015","2015",96503,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2016","2016",110925,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2017","2017",134471,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2018","2018",117119,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2019","2019",87523,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y18-39","18-39 anni","2020","2020",69261,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2002","2002",20963,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2003","2003",22722,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2004","2004",28819,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2005","2005",34300,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2006","2006",28649,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2007","2007",41394,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2008","2008",41159,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2009","2009",36654,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2010","2010",34150,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2011","2011",31037,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2012","2012",28405,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2013","2013",24505,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2014","2014",21433,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2015","2015",22507,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2016","2016",22898,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2017","2017",26507,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2018","2018",26933,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2019","2019",27197,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","Y_UN17","fino a 17 anni","2020","2020",18800,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2002","2002",4107,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2003","2003",4564,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2004","2004",4867,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2005","2005",4552,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2006","2006",4378,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2007","2007",4570,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2008","2008",6138,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2009","2009",5374,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2010","2010",4561,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2011","2011",4485,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2012","2012",4349,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2013","2013",5365,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2014","2014",4783,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2015","2015",4737,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2016","2016",5400,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2017","2017",5956,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2018","2018",6306,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2019","2019",8088,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_GE65","65 anni e più","2020","2020",5397,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2002","2002",26073,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2003","2003",28126,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2004","2004",32736,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2005","2005",38625,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2006","2006",32860,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2007","2007",45532,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2008","2008",44887,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2009","2009",39993,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2010","2010",37397,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2011","2011",34580,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2012","2012",31800,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2013","2013",27601,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2014","2014",24706,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2015","2015",25623,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2016","2016",27063,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2017","2017",30887,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2018","2018",31909,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2019","2019",33970,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y_UN17","fino a 17 anni","2020","2020",25548,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2002","2002",13,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2003","2003",22,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2005","2005",47,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2006","2006",60,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2007","2007",27,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2008","2008",40,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2009","2009",22,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2010","2010",25,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2011","2011",25,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2012","2012",33,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2013","2013",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2014","2014",19,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2015","2015",12,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2016","2016",19,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2017","2017",22,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2018","2018",14,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2019","2019",26,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","TOTAL","totale","2020","2020",27,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2002","2002",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2003","2003",9,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2005","2005",30,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2006","2006",24,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2007","2007",16,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2008","2008",20,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2009","2009",9,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2010","2010",12,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2011","2011",11,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2012","2012",17,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2013","2013",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2014","2014",8,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2015","2015",6,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2016","2016",11,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2017","2017",15,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2018","2018",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2019","2019",8,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","TOTAL","totale","2020","2020",14,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2002","2002",36564,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2003","2003",93231,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2004","2004",84461,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2005","2005",53684,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2006","2006",51873,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2007","2007",106145,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2008","2008",106120,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2009","2009",92977,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2010","2010",106038,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2011","2011",85769,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2012","2012",75608,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2013","2013",70156,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2014","2014",61386,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2015","2015",57738,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2016","2016",59633,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2017","2017",64341,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2018","2018",65817,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2019","2019",82647,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y40-64","40-64 anni","2020","2020",60216,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2002","2002",24539,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2003","2003",80625,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2004","2004",72713,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2005","2005",43342,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2006","2006",41142,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2007","2007",95460,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2008","2008",97021,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2009","2009",84316,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2010","2010",97537,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2011","2011",76264,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2012","2012",66745,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2013","2013",61645,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2014","2014",52844,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2015","2015",48492,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2016","2016",48542,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2017","2017",51616,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2018","2018",52207,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2019","2019",60723,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y40-64","40-64 anni","2020","2020",43968,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2002","2002",18324,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2003","2003",33069,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2004","2004",34554,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2005","2005",24035,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2006","2006",22380,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2007","2007",38452,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2008","2008",37541,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2009","2009",31399,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2010","2010",33051,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2011","2011",31783,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2012","2012",28986,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2013","2013",26216,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2014","2014",24217,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","1","maschi","Y40-64","40-64 anni","2015","2015",24139,,
